stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
ABCH,"Abbé Chérel",,47.21011924,-1.65169222,,,1,,
ABDU,"Abel Durand",,47.22024715,-1.60339908,,,1,,
ABLA,"Avenue Blanche",,47.22982085,-1.58942719,,,1,,
ABOL,"Adrienne Bolland",,47.26791335,-1.47684627,,,1,,
ACHA,"Angle Chaillou",,47.26976827,-1.57211610,,,1,,
ADBO,"Audubon",,47.21401606,-1.72323592,,,1,,
ADEL,"Aimé Delrue",,47.20899731,-1.55009787,,,1,,
ADPI,"Avenue des Pins",,47.25367844,-1.59766118,,,1,,
AECL,"Aéroclub",,47.15926556,-1.59825258,,,1,,
AEPO,"Aéroport",,47.15761252,-1.59654656,,,1,,
AESP,"Aérospatiale",,47.16135928,-1.58704949,,,1,,
AFRA,"Anatole France",,47.22392580,-1.57207157,,,1,,
AGBE,"L'Angebert",,47.14054089,-1.45576884,,,1,,
AGDR,"Angebardière",,47.16974803,-1.50657066,,,1,,
AGVI,"Angevinière",,47.24599501,-1.61164521,,,1,,
AIBU,"Airbus",,47.15855607,-1.59265433,,,1,,
AIGU,"Aiguillon",,47.25447241,-1.49652294,,,1,,
ALCH,"Champ de l'Alouette",,47.28282777,-1.58008630,,,1,,
ALDE,"Allende",,47.17534325,-1.62321096,,,1,,
ALNE,"Aulne",,47.27693730,-1.63907702,,,1,,
AMCA,"Armoricaine",,47.25827307,-1.64747915,,,1,,
AMER,"Américains",,47.23612591,-1.56820260,,,1,,
AMPE,"Ampère",,47.26077064,-1.55320077,,,1,,
ANGE,"Les Anges",,47.27529402,-1.63710197,,,1,,
ANTO,"Antons",,47.25768542,-1.62269552,,,1,,
APAV,"Apave",,47.22539944,-1.64741053,,,1,,
APER,"Ampère",,47.30227711,-1.50789738,,,1,,
APRE,"Ambroise Paré",,47.22907805,-1.60854526,,,1,,
AQUI,"Aquitaine",,47.20985019,-1.61505823,,,1,,
ARAG,"Arago",,47.30355064,-1.50481141,,,1,,
ARBO,"Arbois",,47.25862883,-1.58188527,,,1,,
ARCA,"Arcades",,47.21203639,-1.65355356,,,1,,
ARGO,"Argonautes",,47.30242198,-1.48182549,,,1,,
ARMO,"Armorique",,47.27147205,-1.44534382,,,1,,
AROR,"Armor",,47.23106632,-1.63196468,,,1,,
ATAR,"Antarès",,47.28171329,-1.45983230,,,1,,
AUCP,"La Chapelle Aulnay",,47.30814501,-1.54248265,,,1,,
AUFR,"L'Aufrère",,47.16804829,-1.52507017,,,1,,
AUGE,"Augé",,47.19496578,-1.51736648,,,1,,
AURR,"Aurore",,47.26539845,-1.58145537,,,1,,
AVEN,"Aveneaux",,47.23282778,-1.63050854,,,1,,
BABI,"Barbinière",,47.15985795,-1.48169668,,,1,,
BAGA,"Bagatelle",,47.24354033,-1.62019325,,,1,,
BAIE,"Babinière",,47.25920497,-1.54620749,,,1,,
BAIR,"Bel Air",,47.22578752,-1.55964729,,,1,,
BALI,"Balinière",,47.18462388,-1.55440535,,,1,,
BANS,"Bois des Anses",,47.24669068,-1.49490701,,,1,,
BARR,"La Barre",,47.30881395,-1.38257905,,,1,,
BAST,"Bastille",,47.17903610,-1.59693154,,,1,,
BATI,"Batignolles",,47.25560409,-1.53007173,,,1,,
BAUG,"Baugerie",,47.20378578,-1.52024833,,,1,,
BAVO,"Basse Orévière",,47.22040673,-1.65893741,,,1,,
BBON,"Boisbonne",,47.28686058,-1.50837641,,,1,,
BCES,"Bois Cesbron",,47.26104500,-1.62453204,,,1,,
BCGA,"Bd Charles Gautier",,47.22227709,-1.60725043,,,1,,
BCHE,"Basse Chênaie",,47.24148518,-1.50789102,,,1,,
BCNY,"Bas-Chantenay",,47.19821371,-1.58922286,,,1,,
BCOI,"Branchoire",,47.21782589,-1.60308856,,,1,,
BCTT,"Blanchet",,47.17166881,-1.54329386,,,1,,
BDAN,"Bd des Anglais",,47.22670758,-1.58298444,,,1,,
BDEL,"Baudelaire",,47.23366160,-1.59301502,,,1,,
BDIN,"Bodinière",,47.21000731,-1.64190242,,,1,,
BDLA,"Bout des Landes",,47.26753227,-1.58227339,,,1,,
BDNN,"Bourdonnais",,47.20555361,-1.57998111,,,1,,
BDOU,"Bd de Doulon",,47.22423423,-1.52013619,,,1,,
BDPA,"Bout des Pavés",,47.25278405,-1.57629790,,,1,,
BDRI,"Bourderies",,47.20664094,-1.59565658,,,1,,
BDSP,"Bd des Sports",,47.16559974,-1.46876821,,,1,,
BDUC,"Bourgault-Ducoudray",,47.20246519,-1.54883051,,,1,,
BEDR,"Bel endroit",,47.15470661,-1.63396536,,,1,,
BEGE,"Beauger",,47.23420400,-1.55311981,,,1,,
BEHI,"Béhinière",,47.19776970,-1.79257748,,,1,,
BEIL,"Beillevaire",,47.24938735,-1.60726607,,,1,,
DPBL,"Bêle",,47.26472488,-1.51048865,,,1,,
BEMZ,"Belges-Montbazon",,47.23461282,-1.54098400,,,1,,
BENA,"Beaulieu",,47.20394287,-1.53704358,,,1,,
BEOC,"Belloc",,47.20301761,-1.61468583,,,1,,
BESS,"Bessonneau",,47.21462890,-1.71349968,,,1,,
BETO,"Belle Etoile",,47.28018099,-1.45165075,,,1,,
BEVA,"Beauvaiserie",,47.13625604,-1.65437802,,,1,,
BGAR,"Bonne Garde",,47.19675253,-1.53123758,,,1,,
BGCY,"Beaugency",,47.20379533,-1.49024992,,,1,,
BGLA,"Basse-Goulaine",,47.21036202,-1.46600404,,,1,,
BGNN,"Bourgonnière",,47.20665360,-1.65553130,,,1,,
BGOG,"Bourgogne",,47.24639695,-1.58932164,,,1,,
BGRI,"Bougrière",,47.25501168,-1.47208992,,,1,,
BGSH,"Bergerie",,47.23721277,-1.62871787,,,1,,
BGTT,"Bergeronnettes",,47.23950537,-1.60124722,,,1,,
BGUT,"Louis Breguet",,47.27204868,-1.46615873,,,1,,
BGVI,"Bougainville",,47.19894579,-1.58359414,,,1,,
BHAR,"Bois Hardy",,47.19828056,-1.60046039,,,1,,
BIAN,"Aristide Briand",,47.29630642,-1.49515607,,,1,,
BIEE,"Belle Île",,47.22439959,-1.73275085,,,1,,
BIGN,"Bignons",,47.19981789,-1.49340125,,,1,,
BILE,"Basse Ile",,47.19567263,-1.56326908,,,1,,
BIND,"Basse Indre",,47.19786018,-1.67271604,,,1,,
BIOT,"Bigeottière",,47.25599275,-1.61952741,,,1,,
BJLI,"Bois Jaulin",,47.17757559,-1.63685031,,,1,,
BJOI,"Beaujoire",,47.25877238,-1.52421546,,,1,,
BLAV,"Balavoine",,47.30657698,-1.55428586,,,1,,
BLCH,"Blancho",,47.21315286,-1.73493592,,,1,,
BLDR,"Boulodrome",,47.25762607,-1.51540161,,,1,,
BLEM,"Belem",,47.26563709,-1.45300144,,,1,,
BLGO,"Berligout",,47.21576638,-1.67842053,,,1,,
BLL9,"Bellestre",,47.14846357,-1.69436915,,,1,,
BLLE,"Bellestre",,47.14793376,-1.69406522,,,1,,
BLNO,"Bois de La Noé",,47.14178867,-1.67142407,,,1,,
BLOR,"Blordière",,47.17990799,-1.53398357,,,1,,
BLSL,"Bellevue",,47.23541838,-1.47360365,,,1,,
BLUA,"Bélouga",,47.16579752,-1.58367679,,,1,,
BLVU,"Mendès-France-Bellevue",,47.20889862,-1.61128702,,,1,,
BLZZ,"Berlioz",,47.23961242,-1.57163115,,,1,,
BNCH,"Blanchetière",,47.28967380,-1.55609936,,,1,,
BNET,"Bignonnet",,47.17553725,-1.46511578,,,1,,
BNIE,"Bournière",,47.25439588,-1.45524697,,,1,,
BNLU,"Bénélux",,47.25411511,-1.49914288,,,1,,
BNNO,"Bernanos",,47.20619828,-1.61386335,,,1,,
BNON,"Bignon",,47.24908296,-1.59771985,,,1,,
BNTA,"BN",,47.18394946,-1.49662542,,,1,,
BNVI,"Bonneville",,47.24386466,-1.53636465,,,1,,
BOCE,"Centre de Bouguenais",,47.17867198,-1.62332507,,,1,,
BODO,"Bourdonnières",,47.18642894,-1.52216850,,,1,,
BOFA,"Bouffay",,47.21449215,-1.55274419,,,1,,
BOGE,"Bourgeonnière",,47.25293409,-1.56122882,,,1,,
BOLL,"Bois Tillac",,47.20023993,-1.77135665,,,1,,
BOND,"Bonde",,47.22261834,-1.55214517,,,1,,
BORL,"Bourrelière",,47.15831350,-1.49835581,,,1,,
BOSI,"Boissière",,47.25484432,-1.56599809,,,1,,
BOTI,"Boutière",,47.15724784,-1.46804280,,,1,,
BOUE,"Bio Ouest Laënnec",,47.23270638,-1.64187191,,,1,,
BOVR,"Bouvre",,47.17830167,-1.61312589,,,1,,
BPTY,"Boulay Paty",,47.22891717,-1.57627077,,,1,,
BRAG,"Bois Raguenet",,47.26682671,-1.60034915,,,1,,
BRBI,"Bois Robillard",,47.23514550,-1.51973294,,,1,,
BRCH,"Bréchetière",,47.28477709,-1.50332935,,,1,,
BRDI,"Briandière",,47.18970915,-1.69205782,,,1,,
BRET,"Bretonnière",,47.16651436,-1.46289052,,,1,,
BRGA,"Beauregard",,47.21011169,-1.65711114,,,1,,
BRIN,"Brains",,47.16961500,-1.72303943,,,1,,
BRLA,"Brouillard",,47.27395885,-1.51446158,,,1,,
BRNI,"Baronnière",,47.25959399,-1.60378548,,,1,,
BROS,"Brossais",,47.16343462,-1.58429618,,,1,,
BRTA,"Bretagne",,47.21709924,-1.55822138,,,1,,
BRUN,"Bruneau",,47.22823630,-1.56180896,,,1,,
BRVI,"Boris Vian",,47.15316740,-1.68349931,,,1,,
BSAN,"Bobby Sands",,47.22988866,-1.65303418,,,1,,
BSEJ,"Beauséjour",,47.23795164,-1.58605673,,,1,,
BSIS,"Bossis",,47.21249135,-1.71280909,,,1,,
BSNI,"Bussonnière",,47.26893560,-1.44304738,,,1,,
BSOL,"Beau Soleil",,47.17766190,-1.64478281,,,1,,
BSTI,"Bastière",,47.14843797,-1.45936421,,,1,,
BSYS,"Bois St-Lys",,47.30034674,-1.48194193,,,1,,
BTAI,"Brétinais",,47.22170065,-1.66577687,,,1,,
BTCY,"Lycée Bois Tillac",,47.20343111,-1.77027988,,,1,,
BTEC,"Brétéché",,47.22535286,-1.54850983,,,1,,
BTIE,"Bottière",,47.24023431,-1.51838071,,,1,,
BTLE,"Bouteillerie",,47.22146970,-1.54346856,,,1,,
BTRA,"Bertrand",,47.25712789,-1.57568980,,,1,,
BUGA,"Bugallière",,47.25996214,-1.63768218,,,1,,
BULA,"Butte des Landes",,47.16080750,-1.49378067,,,1,,
BUON,"Bougon",,47.17415130,-1.61070627,,,1,,
BUSS,"Buisson",,47.25990043,-1.48765170,,,1,,
BVDI,"Bouvardière",,47.23843200,-1.59839097,,,1,,
BVER,"Bouvernière",,47.23807536,-1.61145724,,,1,,
BVOI,"Beauvoir",,47.17851239,-1.63057890,,,1,,
BYCE,"Centre de Bouaye",,47.14387489,-1.69164746,,,1,,
BYGA,"Gare de Bouaye",,47.13830447,-1.68093198,,,1,,
BYTO,"Bouaye Coteaux",,47.16448229,-1.67932998,,,1,,
BZAR,"Buzardières",,47.20686215,-1.65990863,,,1,,
CABR,"Cabrol",,47.20327644,-1.58866916,,,1,,
CACE,"Centre de Carquefou",,47.29710622,-1.49005046,,,1,,
CADO,"Cadoire",,47.25673385,-1.48808660,,,1,,
CAGE,"Chalonges",,47.27613635,-1.42939758,,,1,,
CAHL,"Charlière",,47.32102226,-1.55057037,,,1,,
CAIO,"Caillou Blanc",,47.29867619,-1.58548503,,,1,,
CALI,"Californie",,47.19126412,-1.58435283,,,1,,
CANC,"Canclaux",,47.21383670,-1.57477131,,,1,,
CAPE,"Capellia",,47.27971448,-1.55497680,,,1,,
CARQ,"Carquefou",,47.30365167,-1.48548819,,,1,,
CAST,"Castorama",,47.25888736,-1.50729045,,,1,,
CATI,"Cartier",,47.26816466,-1.45556222,,,1,,
CATV,"CAT Vertonne",,47.18425133,-1.48211548,,,1,,
CAUX,"Château D'Aux",,47.18536593,-1.67455481,,,1,,
CBAC,"Bac de Couëron",,47.20598805,-1.75157415,,,1,,
CBEA,"Charbonneau",,47.30066718,-1.48858445,,,1,,
CBGE,"Chapeau Berger",,47.17100393,-1.46875604,,,1,,
CBIN,"Corbinerie",,47.16152930,-1.54216313,,,1,,
CBLE,"Chemin Bleu",,47.17822772,-1.52501183,,,1,,
CBOU,"Couëron Bougon",,47.22508102,-1.73386051,,,1,,
CBRD,"Claude Bernard",,47.22310732,-1.61193903,,,1,,
CBSS,"Cambronne",,47.20658880,-1.50644117,,,1,,
CBTE,"Choblèterie",,47.13621221,-1.46140176,,,1,,
CCAN,"Couchant",,47.26838555,-1.59953772,,,1,,
CCDI,"Cochardières",,47.22981663,-1.63425208,,,1,,
CCHA,"Couchant",,47.27010866,-1.51378720,,,1,,
CCLA,"Cimetière de la Classerie",,47.17078005,-1.55894662,,,1,,
CCOU,"Champ de Courses",,47.24498315,-1.56197183,,,1,,
CCRE,"Chêne Creux",,47.17040404,-1.54874939,,,1,,
CDAN,"Chêne des Anglais",,47.26152094,-1.57362988,,,1,,
CDCO,"Cité des Congrès",,47.21349660,-1.54487307,,,1,,
CDMA,"Champ de Manoeuvre",,47.27228631,-1.49978542,,,1,,
CEDR,"Cèdre",,47.29944073,-1.56025341,,,1,,
CELL,"Le Cellier",,47.32361957,-1.34771920,,,1,,
CFOI,"Champ de Foire",,47.12424017,-1.61890717,,,1,,
CGAU,"Cimetière de la Gaudinière",,47.24292433,-1.58285056,,,1,,
CGLA,"Chêne Gala",,47.18315380,-1.53923829,,,1,,
CHAB,"Chabossière",,47.21544422,-1.68249449,,,1,,
CHBE,"Chambelles",,47.23162967,-1.53058634,,,1,,
CHER,"Cochère",,47.20269502,-1.77828605,,,1,,
CHFL,"Champ Fleuri",,47.14374039,-1.52477013,,,1,,
CHGN,"Châtaigniers",,47.22215639,-1.60287866,,,1,,
CHIN,"La Chesnaie",,47.28165303,-1.53751539,,,1,,
CHLI,"Cholière",,47.25103158,-1.60659368,,,1,,
CHME,"Charmes",,47.19080195,-1.46104727,,,1,,
CHNI,"Charbonnière",,47.26387299,-1.64181008,,,1,,
CHOC,"Chocolaterie",,47.24270600,-1.52794880,,,1,,
CHPO,"Champonnière",,47.16365142,-1.50573699,,,1,,
CHRE,"Chalâtres",,47.23108993,-1.53861300,,,1,,
CHSS,"Chaussée",,47.17664867,-1.52106736,,,1,,
CHTE,"Châtelets",,47.19725099,-1.54052347,,,1,,
CHVE,"Chauvais",,47.33733351,-1.57163166,,,1,,
CHZY,"Chanzy",,47.22356385,-1.54547135,,,1,,
CIFA,"CIFAM",,47.26672891,-1.48814027,,,1,,
CIGL,"Chai Gallais",,47.13687684,-1.72161486,,,1,,
CJOS,"Cimetière de St-Joseph-de-Porterie",,47.26852726,-1.52068599,,,1,,
CLAM,"Clos Ami",,47.21227243,-1.65714025,,,1,,
CLBO,"Clos Bonnet",,47.18917694,-1.56358856,,,1,,
CLCC,"Centre René Gauducheau",,47.23850738,-1.63820369,,,1,,
CLET,"Clétras",,47.25484788,-1.51229125,,,1,,
CLGE,"Chalonges",,47.18916104,-1.47255701,,,1,,
CLMO,"Cimetière de La Montagne",,47.18729268,-1.68645864,,,1,,
CLNA,"Colonac",,47.22412843,-1.60315611,,,1,,
CLOT,"Clotais",,47.19302513,-1.71820783,,,1,,
CLPT,"Clépettre",,47.29664257,-1.54707526,,,1,,
CLRO,"Clos Roux",,47.19812466,-1.74978398,,,1,,
CLSE,"Closeaux",,47.23913119,-1.62793436,,,1,,
CLTT,"Châlet",,47.22945271,-1.54444432,,,1,,
CLUE,"Clouet",,47.16744204,-1.51089539,,,1,,
CLZE,"Clouzeaux",,47.17931014,-1.49259465,,,1,,
CMAR,"Cirque - Marais",,47.21803334,-1.55723184,,,1,,
CMCI,"Clémencière",,47.26953696,-1.43568045,,,1,,
CMLL,"Charmille",,47.25717693,-1.60598862,,,1,,
CMNE,"Commune 1871",,47.19933781,-1.49970975,,,1,,
CMOU,"Clos du Moulin",,47.14512195,-1.52117338,,,1,,
CMRA,"Cormerais",,47.19475301,-1.62715773,,,1,,
CMSY,"Carrière Misery",,47.19987097,-1.58022598,,,1,,
CMUS,"Camus",,47.21921808,-1.57278519,,,1,,
CNAV,"Chantiers Navals",,47.20884925,-1.56779810,,,1,,
CNCE,"Chenonceau",,47.27263937,-1.43444392,,,1,,
CNGO,"Congo",,47.23965236,-1.61011890,,,1,,
CNLA,"Canal",,47.21611800,-1.47170042,,,1,,
CNON,"Chinon",,47.27416824,-1.42899425,,,1,,
CNTR,"Centaure",,47.17007260,-1.62717988,,,1,,
COAY,"Corlay",,47.20794884,-1.64412854,,,1,,
COBI,"Corbières",,47.20163663,-1.48745260,,,1,,
COCH,"Cochard",,47.22402387,-1.55052864,,,1,,
COET,"Les Couëts",,47.18064454,-1.58674555,,,1,,
COHO,"Chohonnière",,47.26319622,-1.48603530,,,1,,
COLI,"Colinière",,47.23560107,-1.50879037,,,1,,
COMM,"Commerce",,47.21337472,-1.55649624,,,1,,
CONI,"Corniche",,47.25278917,-1.59468551,,,1,,
COQU,"Coquelicots",,47.22255351,-1.72890825,,,1,,
CORA,"Conraie",,47.26093354,-1.58827243,,,1,,
COST,"Cousteau",,47.23978169,-1.51305831,,,1,,
COTA,"Coutancière",,47.30620126,-1.56008462,,,1,,
COUD,"Coudray",,47.23222357,-1.54239752,,,1,,
CP3R,"Chapelles",,47.16354476,-1.53847942,,,1,,
CP4L,"Chapelle Laënnec",,47.23536751,-1.63783808,,,1,,
CPER,"Copernic",,47.21490855,-1.56440687,,,1,,
CPGT,"Capitaine Grant",,47.26174126,-1.66956890,,,1,,
CPRE,"Chaupières",,47.24317344,-1.49505175,,,1,,
CQGU,"Chat-qui-Guette",,47.19196413,-1.69711679,,,1,,
CQLU,"Coqueluchon",,47.18410051,-1.47034749,,,1,,
CRAI,"Clairais",,47.27556910,-1.43848811,,,1,,
CRBE,"Corberie",,47.15205072,-1.52404890,,,1,,
CRCE,"Courocerie",,47.25176590,-1.49937116,,,1,,
CREZ,"Château de Rezé",,47.18480505,-1.55970300,,,1,,
CRME,"Crémetterie",,47.21821159,-1.60761172,,,1,,
CRNO,"Corbon",,47.21332134,-1.46092737,,,1,,
CROU,"Chemin Rouge",,47.25160798,-1.51761350,,,1,,
CRPO,"Criport",,47.15831755,-1.50363779,,,1,,
CRQU,"Place du Cirque",,47.21696856,-1.55675776,,,1,,
CRRO,"Claire Roman",,47.15444566,-1.59169260,,,1,,
CRSA,"Croissant",,47.24101799,-1.52994279,,,1,,
CRTI,"Crétinières",,47.27653350,-1.55315709,,,1,,
CRVA,"Cravate",,47.24336474,-1.58843772,,,1,,
CSAY,"Chassay",,47.24524395,-1.48422289,,,1,,
CSCL,"Cimetière St-Clair",,47.21657334,-1.59228862,,,1,,
CSER,"La Chapelle-sur-Erdre",,47.29941978,-1.55018986,,,1,,
CSGR,"Cassegrain",,47.18787872,-1.48950839,,,1,,
CSHB,"Carrières",,47.20815820,-1.63806398,,,1,,
CSIB,"Clos Siban",,47.21021181,-1.64641182,,,1,,
CSMP,"Casimir Périer",,47.23197965,-1.56829658,,,1,,
CSRI,"Classerie",,47.16808464,-1.55875054,,,1,,
CSTE,"Casterneau",,47.22714308,-1.53277404,,,1,,
CSVA,"Conservatoire",,47.20704960,-1.53303919,,,1,,
CTAR,"Cotalard",,47.28614972,-1.53770908,,,1,,
CTBO,"Coteaux",,47.18437689,-1.66932799,,,1,,
CTEU,"Caboteurs",,47.18647549,-1.58743716,,,1,,
CTIE,"Châtelier",,47.18483577,-1.59326213,,,1,,
CTLI,"Courteline",,47.23657256,-1.58688127,,,1,,
CTNS,"Carterons",,47.21860614,-1.73865625,,,1,,
CTOR,"Clos Toreau",,47.19412346,-1.52906560,,,1,,
CTRE,"Chantrerie",,47.28170938,-1.51700539,,,1,,
CTYY,"Coty",,47.24907482,-1.48820006,,,1,,
CUGA,"Gare de Couëron",,47.22182251,-1.72409285,,,1,,
CUIE,"Chausserie",,47.14911471,-1.70405679,,,1,,
CUPI,"Coupries",,47.19158591,-1.46731259,,,1,,
CURI,"Curie",,47.19046894,-1.48744749,,,1,,
CUVI,"Cuvier",,47.21046286,-1.57333508,,,1,,
CVBL,"Cheveux Blancs",,47.26545709,-1.63504746,,,1,,
CVDO,"Cimetière de Vieux Doulon",,47.23849235,-1.50040266,,,1,,
CVER,"Chapeau Verni",,47.18912476,-1.50888667,,,1,,
CVLE,"Chevalerie",,47.25221480,-1.54517072,,,1,,
CVNI,"Chauvinière",,47.25157511,-1.57210879,,,1,,
CVRN,"Cheverny",,47.24595568,-1.60489667,,,1,,
CVTI,"Convention",,47.21063914,-1.58669791,,,1,,
CXFS,"Croix des Fosses",,47.21332275,-1.46634663,,,1,,
CZIN,"Chézine",,47.23372865,-1.59897057,,,1,,
DAKK,"Danemark",,47.26097867,-1.49857702,,,1,,
DALB,"Dalby",,47.22516954,-1.52985488,,,1,,
DANU,"Danube",,47.30446031,-1.50183156,,,1,,
DAVU,"Davum",,47.26474579,-1.49633352,,,1,,
DAYA,"Dayat",,47.20086884,-1.67426307,,,1,,
DCAN,"Duchesse Anne-Château",,47.21620187,-1.54744873,,,1,,
DCFF,"Du Chaffault",,47.20764712,-1.58198473,,,1,,
DEMO,"Desmoulins",,47.23226754,-1.52230218,,,1,,
DERV,"Dervallières",,47.22880529,-1.59807941,,,1,,
DIAN,"Diane",,47.23966265,-1.57811502,,,1,,
DIDE,"Espace Diderot",,47.18451386,-1.56298460,,,1,,
DLCR,"Delacroix",,47.22360815,-1.58936784,,,1,,
DLLE,"Drillet",,47.23483550,-1.66623091,,,1,,
DLME,"Delorme",,47.21571270,-1.56459769,,,1,,
DMAI,"Domaine",,47.17835436,-1.46980683,,,1,,
DMUR,"Dumont d'Urville",,47.22587166,-1.63633918,,,1,,
DNAI,"Danais",,47.21360403,-1.58955904,,,1,,
DOCE,"Doucet",,47.27796857,-1.63266866,,,1,,
DOLT,"Dolto",,47.21650999,-1.63617274,,,1,,
DOME,"Doumer",,47.22226896,-1.57842860,,,1,,
DOTT,"Douettée",,47.20773331,-1.49912218,,,1,,
DPTE,"Déportés",,47.19715306,-1.49228559,,,1,,
DRAD,"Désirade",,47.27819851,-1.48446172,,,1,,
DRID,"Druides",,47.23861884,-1.50742048,,,1,,
DROI,"Droitière",,47.30821718,-1.37313692,,,1,,
DSAI,"Desaix",,47.22624932,-1.54328641,,,1,,
DSNE,"Desnerie",,47.27793949,-1.54081936,,,1,,
DUKA,"Dukas",,47.23522868,-1.60251920,,,1,,
DUNA,"Dunant",,47.24391964,-1.52129149,,,1,,
DUTR,"Duguay Trouin",,47.22429674,-1.61665433,,,1,,
EBCA,"Embarcadère",,47.19408468,-1.64653306,,,1,,
ECBU,"Écobuts",,47.19393956,-1.50764703,,,1,,
ECHO,"Échoppes",,47.14306629,-1.68643787,,,1,,
ECOS,"Écosse",,47.21510965,-1.52635200,,,1,,
ECSU,"École Centrale-Audencia",,47.24812474,-1.55161943,,,1,,
ECTE,"Enchanterie",,47.23041759,-1.52375537,,,1,,
EDIP,"Edith Piaf",,47.22827482,-1.62408849,,,1,,
EDNA,"Édit de Nantes",,47.21440626,-1.56860019,,,1,,
EDRE,"Erdreau",,47.29105998,-1.50126590,,,1,,
EGAN,"Eglantine",,47.23508118,-1.58835873,,,1,,
EGLI,"Egalité",,47.20939483,-1.58885365,,,1,,
EINS,"Einstein",,47.26413048,-1.57104228,,,1,,
EMBE,"Embellie",,47.26554307,-1.51835371,,,1,,
ENCO,"Ennerie-Corbon",,47.14197580,-1.70470652,,,1,,
ENRI,"Ennerie",,47.14026156,-1.70734952,,,1,,
EPEL,"Écoles",,47.19752281,-1.75912140,,,1,,
EPIN,"Épinais",,47.13632633,-1.61055959,,,1,,
EPYY,"Epinay",,47.29234637,-1.48692971,,,1,,
EQPE,"Équipement",,47.22381394,-1.57536864,,,1,,
ERAC,"Erdre Active",,47.28314269,-1.54410872,,,1,,
ERDI,"Éraudière",,47.24264226,-1.53521809,,,1,,
ESCA,"Escall",,47.19939893,-1.50328200,,,1,,
ESOR,"Écoles",,47.14544898,-1.52753353,,,1,,
ESUE,"Eugène Sue",,47.23328862,-1.59602902,,,1,,
EUCA,"Europe",,47.26016090,-1.50420697,,,1,,
EUVE,"Europe",,47.17300614,-1.47629459,,,1,,
EVET,"École Vétérinaire",,47.29007265,-1.52277102,,,1,,
EVRD,"Evardière",,47.29879071,-1.56616373,,,1,,
FACU,"Facultés",,47.24682767,-1.55536079,,,1,,
FADI,"Fardière",,47.19850886,-1.60695252,,,1,,
FALI,"Fallières",,47.22494189,-1.57928530,,,1,,
FANE,"Faneurs",,47.21367931,-1.70205892,,,1,,
FATA,"Fantaisie",,47.25352966,-1.57555877,,,1,,
FAUV,"Fauvelière",,47.28283317,-1.50491020,,,1,,
FBLA,"Fresche Blanc",,47.25290149,-1.55686119,,,1,,
FDDR,"Fac de Droit",,47.24378992,-1.55196551,,,1,,
FDLE,"Fac de Lettres",,47.24541603,-1.55181925,,,1,,
FERI,"Ferrière",,47.24445633,-1.59076630,,,1,,
FFAU,"Félix Faure",,47.22698903,-1.56938663,,,1,,
FGRI,"Fief Guérin",,47.14388036,-1.66049085,,,1,,
FLAN,"Flandre",,47.28575364,-1.54681321,,,1,,
FLEU,"Fleuriaye",,47.29850645,-1.49941791,,,1,,
FLRI,"Floride",,47.21347735,-1.60382584,,,1,,
FLTR,"Flora Tristan",,47.17633201,-1.54389596,,,1,,
FLUR,"Fleurs",,47.21582344,-1.71795278,,,1,,
FMIT,"François Mitterrand",,47.22210178,-1.63857119,,,1,,
FNLL,"Fresnel",,47.24304037,-1.52334410,,,1,,
FNSO,"Fenaison",,47.26970664,-1.59248947,,,1,,
FOCH,"Foch-Cathédrale",,47.21925313,-1.55044639,,,1,,
FOND,"Fonderies",,47.20641203,-1.54396268,,,1,,
FORU,"Forum d'Orvault",,47.25443054,-1.61517856,,,1,,
FOTA,"Fontaine",,47.20554189,-1.48918540,,,1,,
FOUL,"Foulquier",,47.30981755,-1.54631189,,,1,,
FRAC,"Frachon",,47.21911170,-1.62076603,,,1,,
FRBA,"Frébaudière",,47.27223426,-1.62655239,,,1,,
FRCH,"Fraîches",,47.17455019,-1.48948053,,,1,,
FRET,"Forêt",,47.24434768,-1.57541602,,,1,,
FRGA,"Frégate",,47.23524567,-1.47610372,,,1,,
FRII,"François II",,47.21839050,-1.68324467,,,1,,
FRKL,"Franklin",,47.22599403,-1.61968859,,,1,,
FRMO,"Frémoire",,47.15328061,-1.47634280,,,1,,
FRNE,"Frênes",,47.25323850,-1.48757200,,,1,,
FRON,"Frêne Rond",,47.19026089,-1.49641680,,,1,,
FTAB,"Félix Tableau",,47.18801317,-1.54738515,,,1,,
FTDO,"Fructidor",,47.24010857,-1.55963273,,,1,,
GADO,"Gandonnière",,47.30703916,-1.54054855,,,1,,
GAGN,"Gagnerie",,47.23223083,-1.50722581,,,1,,
GAIL,"Garillère",,47.19240751,-1.52114610,,,1,,
GALH,"Galheur",,47.16597257,-1.58118031,,,1,,
GAMB,"Gambetta",,47.22352508,-1.53859380,,,1,,
GARO,"Garotterie",,47.12620991,-1.62710292,,,1,,
GATI,"Gâtine",,47.21341590,-1.66053039,,,1,,
GAUT,"Gautellerie",,47.17742295,-1.60196482,,,1,,
GBLO,"Grand Blottereau",,47.22975836,-1.51114692,,,1,,
GBNI,"Guiblinière",,47.29231724,-1.52028568,,,1,,
GBTA,"Grande-Bretagne",,47.26220345,-1.50236925,,,1,,
GCAR,"Grand Carcouët",,47.23109211,-1.59176840,,,1,,
GCEN,"Grande Censive",,47.25214465,-1.54992762,,,1,,
GCHE,"Gachet",,47.29336602,-1.52393558,,,1,,
